19963,-88262.2,36394.8,-4947.64,0,0
20205,-71257.4,-20598.4,13258.3,0,0
21629,-77516,30127.9,12058.9,0,0
19325,-88087.9,14538.9,-14157.6,0,0
20983,-79905,34425.4,8525.19,0,0
20786,-66866.5,-16819,17784.3,0,0
21776,-72643.3,11413.3,11140.1,0,0
26140,-65298.1,23275.2,64256.6,0,0
43070,-59848.7,-42669.3,41668.6,0,0
8374,-154.684,-40559.2,112944,0,0
8381,-140.066,-49939.9,106747,0,0
48187,-48.2388,-76505.2,99442.1,0,0
23188,-71385.1,15971.4,28332,0,0
8261,-369.986,47259.7,108662,0,0
26236,-60480.3,43221.1,72106.9,0,0
7441,-6628.37,-23768.2,115463,0,0
8344,-192.025,-24960.5,116208,0,0
8366,-257.674,-31426.9,110736,0,0
5392,-26244.2,-33187.9,98582,0,0
8275,-190.815,39984,108192,0,0
8286,-144.161,35988.3,109453,0,0
8311,-47.9918,16757.4,123572,0,0
6389,-16981.4,-3046.09,111901,0,0
8320,20.1202,2232.26,131944,0,0
8332,-175.672,-10527.6,116009,0,0
6912,-9848.33,-8505.34,111144,0,0
5488,-17814.8,-3696.18,103442,0,0
7809,-6093.17,-3557.61,124863,0,0
7032,-13710,-543.09,119384,0,0
7165,-10444.4,-2520.99,117527,0,0
7814,-4855.38,-5635.67,114857,0,0
5959,-18690.6,32105.7,91502.5,0,0
2088,-43304.9,33261.1,85744.4,0,0
4280,-32240.9,34083.1,94614,0,0
3393,-38037.4,23596.3,91323.3,0,0
4158,-32467.7,29315.4,93418,0,0
40087,-37475.1,56446.7,100681,0,0
4646,-37373.6,48977.9,99911.2,0,0
6796,-10468.9,-24402.7,113952,0,0
4404,-31993.5,37990.5,94498,0,0
48180,-41.2938,-65127.6,108493,0,0
35151,87810.5,36294.1,-4628.25,0,0
34983,71040,-20787.8,13418.5,0,0
33497,76793.9,30128.9,12280.4,0,0
35802,87874.7,14663.6,-13676.7,0,0
34132,79275.1,34409.8,8855,0,0
34425,66654.4,-17219.2,17867.2,0,0
33386,71894.4,11245.4,11118.2,0,0
28978,64756.8,23136.4,64176,0,0
53307,59692.2,-42997,41678.6,0,0
31960,70614.6,15771.9,28283.9,0,0
28816,59843,43216.9,71989.8,0,0
9247,6180.74,-23794.4,115481,0,0
11326,25887.4,-32810.2,98262,0,0
10259,16732.3,-2973.56,111813,0,0
9750,9386.51,-8462.76,111119,0,0
11164,17421.1,-3511.99,103224,0,0
8841,5890.83,-3559.51,124776,0,0
9612,13568,-523.124,119279,0,0
9487,10105.6,-2556.09,117492,0,0
8846,4183.15,-5680.2,114730,0,0
10603,17667.8,32012.7,91252.6,0,0
14472,42745.8,33135.4,85724.1,0,0
12278,31373.5,34100.5,94353.7,0,0
13197,37566.8,23529.1,91177.5,0,0
12414,31723.8,29338.3,93324.8,0,0
41511,36713.9,56793.8,100463,0,0
11870,36697.5,49438,99579.8,0,0
9892,9980,-24508.4,113969,0,0
12144,31037.6,38025.8,94139.1,0,0
